id1 id2 length score length2 e_value identities gaps strand
SRR1650568.278018 278018 500 104 56 7e-21 61/63 1/63 Plus/Plus
SRR1650568.277063 277063 500 104 56 7e-21 58/59 0/59 Plus/Plus
SRR1650568.274870 274870 500 104 56 7e-21 62/65 0/65 Plus/Plus
SRR1650568.270883 270883 500 104 56 7e-21 58/59 0/59 Plus/Plus
SRR1650568.269663 269663 500 104 56 7e-21 58/59 0/59 Plus/Plus
SRR1650568.268121 268121 500 104 56 7e-21 58/59 0/59 Plus/Plus
SRR1650568.262574 262574 500 104 56 7e-21 58/59 0/59 Plus/Plus
SRR7365089.22982 22982 602 108 58 3e-23 60/61 0/61 Plus/Plus
SRR7365089.30262 30262 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365089.27602 27602 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365089.27529 27529 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365089.21889 21889 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365089.19170 19170 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365089.16635 16635 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365089.14980 14980 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365089.14661 14661 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365089.12294 12294 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365089.11171 11171 602 106 57 1e-22 61/63 0/63 Plus/Plus
SRR7365089.8984 8984 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365089.4129 4129 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365089.1776 1776 602 106 57 1e-22 69/74 4/74 Plus/Plus
SRR7365089.15610 15610 602 104 56 4e-22 60/62 0/62 Plus/Plus
SRR7365089.8280 8280 602 87.9 47 4e-17 57/62 0/62 Plus/Plus
SRR7365089.3946 3946 602 104 56 4e-22 58/59 0/59 Plus/Plus
SRR7365089.30391 30391 602 102 55 2e-21 59/61 0/61 Plus/Plus
SRR7365089.30163 30163 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.29839 29839 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.29799 29799 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.29775 29775 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.29741 29741 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.29441 29441 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.29296 29296 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.29239 29239 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.28932 28932 602 102 55 2e-21 57/58 0/58 Plus/Plus
SRR7365089.28854 28854 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.28785 28785 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.28376 28376 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.28202 28202 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.28038 28038 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.27824 27824 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.27670 27670 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.27416 27416 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.27322 27322 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.27274 27274 602 102 55 2e-21 67/72 3/72 Plus/Plus
SRR7365089.27211 27211 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.26851 26851 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.26653 26653 602 102 55 2e-21 67/72 3/72 Plus/Plus
SRR7365089.26506 26506 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.26199 26199 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.25931 25931 602 102 55 2e-21 67/72 4/72 Plus/Plus
SRR7365089.25897 25897 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.25764 25764 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.25680 25680 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.25408 25408 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.25392 25392 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.25172 25172 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.24236 24236 602 102 55 2e-21 67/72 3/72 Plus/Plus
SRR7365089.24026 24026 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.24006 24006 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.23793 23793 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.23779 23779 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.23687 23687 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.23596 23596 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.23317 23317 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.23299 23299 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.23244 23244 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.23187 23187 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.22699 22699 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.22577 22577 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.22477 22477 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.22418 22418 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.22282 22282 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.21905 21905 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.21899 21899 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.21896 21896 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.21809 21809 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.21746 21746 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.21609 21609 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.21242 21242 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.21118 21118 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.20944 20944 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.20777 20777 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.20371 20371 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.20282 20282 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.20123 20123 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.20042 20042 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.19826 19826 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.19728 19728 602 102 55 2e-21 67/72 4/72 Plus/Plus
SRR7365089.19423 19423 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.19392 19392 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.19221 19221 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.19220 19220 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.19101 19101 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.18804 18804 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.18655 18655 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.18611 18611 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.18595 18595 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.18295 18295 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.18015 18015 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.17847 17847 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.17469 17469 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.17307 17307 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.17210 17210 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.16890 16890 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.16646 16646 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.16507 16507 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.16498 16498 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.16497 16497 602 102 55 2e-21 67/72 4/72 Plus/Plus
SRR7365089.16452 16452 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.16358 16358 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.16305 16305 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.16207 16207 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.16131 16131 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.15735 15735 602 102 55 2e-21 63/67 0/67 Plus/Plus
SRR7365089.15546 15546 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.15130 15130 602 102 55 2e-21 67/72 3/72 Plus/Plus
SRR7365089.14954 14954 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.14827 14827 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.14730 14730 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.14585 14585 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.14575 14575 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.14479 14479 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.14383 14383 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.13950 13950 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.13912 13912 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.13697 13697 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.13464 13464 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.13441 13441 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.13115 13115 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.12975 12975 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.12882 12882 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.12878 12878 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.12827 12827 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.12655 12655 602 102 55 2e-21 67/72 3/72 Plus/Plus
SRR7365089.12440 12440 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.12413 12413 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.12399 12399 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.12346 12346 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.12345 12345 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.12127 12127 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.12035 12035 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.12029 12029 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.11811 11811 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.11789 11789 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.11771 11771 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.11614 11614 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.11535 11535 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.11513 11513 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.11401 11401 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.11295 11295 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.11152 11152 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.10770 10770 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.10353 10353 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.10313 10313 602 102 55 2e-21 59/61 0/61 Plus/Plus
SRR7365089.9994 9994 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.9834 9834 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.9805 9805 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.9653 9653 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.9509 9509 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.9494 9494 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.9438 9438 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.8742 8742 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.8439 8439 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.8415 8415 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.8100 8100 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.7917 7917 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.7891 7891 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.7580 7580 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.7469 7469 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.7393 7393 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.7225 7225 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.7184 7184 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.7177 7177 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.7143 7143 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.6992 6992 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.6770 6770 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.6769 6769 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.6712 6712 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.6646 6646 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.6535 6535 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.6248 6248 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.6178 6178 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.6145 6145 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.6082 6082 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.6004 6004 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.5827 5827 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.5818 5818 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.5531 5531 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.5505 5505 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.5410 5410 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.5319 5319 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.5148 5148 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.5061 5061 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.5052 5052 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.4941 4941 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.4792 4792 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.4724 4724 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.4468 4468 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.4391 4391 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.3957 3957 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.3915 3915 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.3858 3858 602 102 55 2e-21 67/72 4/72 Plus/Plus
SRR7365089.3820 3820 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.3811 3811 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.3641 3641 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.3385 3385 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.3121 3121 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.2868 2868 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.2773 2773 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.2244 2244 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.2135 2135 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.2076 2076 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.1920 1920 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.1879 1879 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.1572 1572 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.1431 1431 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.1192 1192 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.1103 1103 602 102 55 2e-21 67/72 3/72 Plus/Plus
SRR7365089.1088 1088 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.912 912 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.868 868 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.808 808 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.670 670 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.609 609 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.452 452 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.443 443 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.305 305 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.244 244 602 102 55 2e-21 60/62 2/62 Plus/Plus
SRR7365089.29491 29491 602 100 54 6e-21 60/63 0/63 Plus/Plus
SRR7365089.27929 27929 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.27331 27331 602 100 54 6e-21 63/67 2/67 Plus/Plus
SRR7365089.27207 27207 602 100 54 6e-21 60/63 0/63 Plus/Plus
SRR7365089.27116 27116 602 100 54 6e-21 60/63 0/63 Plus/Plus
SRR7365089.26430 26430 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.25874 25874 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.24981 24981 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.24584 24584 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.24325 24325 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.24277 24277 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.23238 23238 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.22798 22798 602 100 54 6e-21 60/63 0/63 Plus/Plus
SRR7365089.22722 22722 602 100 54 6e-21 60/63 0/63 Plus/Plus
SRR7365089.22395 22395 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.21679 21679 602 100 54 6e-21 60/63 0/63 Plus/Plus
SRR7365089.21596 21596 602 100 54 6e-21 60/63 0/63 Plus/Plus
SRR7365089.21152 21152 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.19401 19401 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.19349 19349 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.18754 18754 602 100 54 6e-21 60/63 0/63 Plus/Plus
SRR7365089.18683 18683 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.18289 18289 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.14357 14357 602 100 54 6e-21 69/75 5/75 Plus/Plus
SRR7365089.13259 13259 602 100 54 6e-21 59/61 2/61 Plus/Plus
SRR7365089.13240 13240 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.12835 12835 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.12087 12087 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR7365089.11431 11431 602 100 54 6e-21 68/74 4/74 Plus/Plus
SRR6743415.145538 145538 601 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.140533 140533 602 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.133923 133923 601 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.118975 118975 602 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.110155 110155 601 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.98601 98601 602 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.92124 92124 602 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.90143 90143 602 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.84511 84511 601 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.82851 82851 601 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.48515 48515 602 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.45733 45733 602 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.40926 40926 602 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.38565 38565 602 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.33072 33072 602 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.32934 32934 602 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.6528 6528 602 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.4855 4855 602 111 60 1e-23 62/63 0/63 Plus/Plus
SRR6743415.135038 135038 601 110 59 5e-23 75/82 4/82 Plus/Plus
SRR6743415.125614 125614 600 110 59 5e-23 68/72 2/72 Plus/Plus
SRR6743415.91930 91930 602 110 59 5e-23 66/69 1/69 Plus/Plus
SRR6743415.72583 72583 602 110 59 5e-23 66/69 1/69 Plus/Plus
SRR6743415.61344 61344 602 110 59 5e-23 72/78 2/78 Plus/Plus
SRR6743415.12431 12431 601 110 59 5e-23 63/65 0/65 Plus/Plus
SRR6743415.132277 132277 601 108 58 2e-22 74/81 3/81 Plus/Plus
SRR6743415.90345 90345 602 108 58 2e-22 60/61 0/61 Plus/Plus
SRR6743415.73992 73992 602 108 58 2e-22 74/81 3/81 Plus/Plus
SRR6743415.66662 66662 602 108 58 2e-22 62/64 0/64 Plus/Plus
SRR6743415.52259 52259 602 108 58 2e-22 62/64 0/64 Plus/Plus
SRR6743415.27922 27922 602 108 58 2e-22 62/64 0/64 Plus/Plus
SRR6743415.27919 27919 602 108 58 2e-22 62/64 0/64 Plus/Plus
SRR6743415.23276 23276 602 108 58 2e-22 74/81 3/81 Plus/Plus
SRR6743415.10195 10195 602 108 58 2e-22 62/64 0/64 Plus/Plus
SRR6743415.155599 155599 602 106 57 6e-22 71/77 3/77 Plus/Plus
SRR6743415.151685 151685 601 106 57 6e-22 78/87 5/87 Plus/Plus
SRR6743415.151454 151454 602 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.149679 149679 602 106 57 6e-22 61/63 0/63 Plus/Plus
SRR6743415.148821 148821 600 106 57 6e-22 66/70 2/70 Plus/Plus
SRR6743415.147924 147924 601 106 57 6e-22 62/64 1/64 Plus/Plus
SRR6743415.144395 144395 602 106 57 6e-22 61/63 0/63 Plus/Plus
SRR6743415.138934 138934 602 106 57 6e-22 71/77 3/77 Plus/Plus
SRR6743415.136146 136146 601 106 57 6e-22 62/64 2/64 Plus/Plus
SRR6743415.135263 135263 602 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.128248 128248 601 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.126015 126015 601 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.125303 125303 601 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.122795 122795 602 106 57 6e-22 71/77 3/77 Plus/Plus
SRR6743415.122543 122543 602 106 57 6e-22 62/64 2/64 Plus/Plus
SRR6743415.116008 116008 602 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.109967 109967 602 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.106244 106244 602 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.106242 106242 602 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.90341 90341 602 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.87394 87394 602 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.86660 86660 602 106 57 6e-22 61/63 0/63 Plus/Plus
SRR6743415.82850 82850 601 106 57 6e-22 62/64 1/64 Plus/Plus
SRR6743415.78454 78454 602 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.77310 77310 602 106 57 6e-22 61/63 0/63 Plus/Plus
SRR6743415.70922 70922 601 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.69458 69458 602 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.68022 68022 601 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.67891 67891 601 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.66747 66747 602 106 57 6e-22 71/77 3/77 Plus/Plus
SRR6743415.62680 62680 601 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.59506 59506 602 106 57 6e-22 62/64 2/64 Plus/Plus
SRR6743415.53609 53609 602 106 57 6e-22 71/77 3/77 Plus/Plus
SRR6743415.51350 51350 601 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.50438 50438 601 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.49526 49526 601 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.43144 43144 602 106 57 6e-22 62/64 2/64 Plus/Plus
SRR6743415.41612 41612 602 106 57 6e-22 62/64 2/64 Plus/Plus
SRR6743415.40343 40343 602 106 57 6e-22 71/77 3/77 Plus/Plus
SRR6743415.40163 40163 602 106 57 6e-22 61/63 0/63 Plus/Plus
SRR6743415.38772 38772 602 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.33266 33266 601 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.32288 32288 592 95.3 51 1e-18 56/58 2/58 Plus/Minus
SRR6743415.28558 28558 602 106 57 6e-22 62/64 2/64 Plus/Plus
SRR6743415.26722 26722 602 106 57 6e-22 61/63 0/63 Plus/Plus
SRR6743415.24248 24248 602 106 57 6e-22 62/64 2/64 Plus/Plus
SRR6743415.23910 23910 601 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.18632 18632 600 106 57 6e-22 61/63 0/63 Plus/Plus
SRR6743415.12181 12181 602 106 57 6e-22 59/60 0/60 Plus/Plus
SRR6743415.10143 10143 602 106 57 6e-22 62/64 2/64 Plus/Plus
SRR6743415.529 529 602 106 57 6e-22 61/63 0/63 Plus/Plus
SRR6743415.156289 156289 599 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.156120 156120 601 104 56 2e-21 58/59 0/59 Plus/Plus
SRR6743415.156084 156084 602 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.155709 155709 599 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.154519 154519 599 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.152969 152969 602 104 56 2e-21 61/63 2/63 Plus/Plus
SRR6743415.151417 151417 600 104 56 2e-21 60/62 0/62 Plus/Plus
SRR6743415.151046 151046 600 104 56 2e-21 60/62 0/62 Plus/Plus
